Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incident,AppendTemplate,9 - Closed,Closed - Phone,Enabled,"If (Incidents > Status  equals  Closed  AND  Custom Field > Incident Type  equals  Phone, Voicemail, Voicemail – Unreturnable, TAC Entered  AND  Incidents > Response Sent  equals  No  AND  Custom Field > Closed By User  not equals  Yes)",Append Response Template to Response Closed Email
Incident,AppendTemplate,9 - Closed,Closed - Chat,Enabled,"If (Incidents > Status  equals  Closed  AND  Custom Field > Incident Type  not equals  Phone, Voicemail, Voicemail – Unreturnable, Self-Support, TAC Entered, Email, WebFeedback, Fax, Survey  AND  Incidents > Response Sent  equals  No  AND  Custom Field > Closed By User  not equals  Yes  AND  Custom Field > Chat Issues  is not modified this edit)",Append Response Template to Response Closed Email
Incident,AppendTemplate,01-Initial State,01-CA-Cancel my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)cancel(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  chewyca@custhelp.com)",Append Response Template to Notes Dup Order Call to Action -Confirm Cancel
Incident,AppendTemplate,01-Initial State,01-CA-Ship my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)ship(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  chewyca@custhelp.com)",Append Response Template to Notes Dup Order Call to Action -Confirm Order
Incident,AppendTemplate,01-Initial State,01-CA-Inbound Vendor Portal AAQ - Send Email,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Interface  equals  chewyca  AND  Custom Field > Request Type  equals  Create or modify Appointment, Dropship Vendor Performance Appeal, DSCO Questions/Issues, Marketing Request, New Vendor Follow-up, Setup EDI Account, Playbook Questions, Dropship Shipping or Ordering Questions, Shipping or Ordering Questions, Vendor Account Information Update, Vendor Performance Scorecard Questions, Collect Vendor Creating New OTM Profile, Technical Questions for RTS, Transportation Escalations, Accessorial Request, Contact Follow-Up, Report Technical Issue, New International Vendor Submission, Contact and Address Update, Banking Information Update, Certificate of Insurance Renewal, Vendor Merger & Acquisition)",Append Response Template to Response Vendor Communication Portal - Initial
Incident,AppendTemplate,01-Initial State,01-CA-Inbound Vendor Portal AAQ - Feedba,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Feedback or Suggestions  AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Vendor Communication Portal -Feedback
Incident,AppendTemplate,01-Initial State,01-CA-Inbound Central Scheduling New ord,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Message or Question  AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Other Confirmation message
Incident,AppendTemplate,01-Initial State,01-Special Email Import,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Custom Field > Sign Off  equals  specialemailblast  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Data Import),Append Response Template to Response Partial Charge Notification
Incident,AppendTemplate,01-Initial State,01-Ad Hoc Email Blast,Disabled,If (Custom Field > Sign Off  equals  adhocemailblast  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Data Import),Append Response Template to Response Partial Charge Notification
Incident,AppendTemplate,01-Initial State,01-Damage Exception Email Import,Enabled,If (Incidents > Source  equals  Data Import  AND  Custom Field > Sign Off  equals  damageexceptionemail  AND  Custom Field > Sign Off  is modified this edit),Append Response Template to Response Damage Exception
Incident,AppendTemplate,01-Initial State,01-Special Coupon $10 Import,Disabled,If (Incidents > Source  equals  Import Tools  AND  Custom Field > Sign Off  equals  specialcouponblast10  AND  Incidents > Subject  equals  We're sorry. Here's $10),Append Response Template to Response Proactive CS $10 Concession
Incident,AppendTemplate,01-Initial State,01-Special Coupon $15 Import,Disabled,If (Incidents > Source  equals  Import Tools  AND  Custom Field > Sign Off  equals  specialcouponblast15  AND  Incidents > Subject  equals  We're sorry. Here's $15),Append Response Template to Response Proactive CS $15 Concession
Incident,AppendTemplate,01-Initial State,01-Cancel my Order Call to Action,Disabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)cancel(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy)",Append Response Template to Notes Dup Order Call to Action -Confirm Cancel
Incident,AppendTemplate,01-Initial State,01-G-Cancel my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)cancel(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy  AND  Incidents > Queue  equals  Cancel Order)",Append Response Template to Notes Dup Order Call to Action -Confirm Cancel
Incident,AppendTemplate,01-Initial State,01-Ship my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)ship(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy)",Append Response Template to Notes Dup Order Call to Action -Confirm Order
Incident,AppendTemplate,01-Initial State,01-No Reply Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  No Reply),Append Response Template to Response No Reply Auto Response
Incident,AppendTemplate,01-Initial State,01-Inbound SFW Pharmacy Cancel Failure,Enabled,If (Incidents > Source  equals  Connect PHP  AND  Incidents > Category  equals  Pharmacy Item),Append Response Template to Notes Pharmacy Cancel Form Note
Incident,AppendTemplate,01-Initial State,01-Inbound Sumit Email,Disabled,"If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  An Update from Chewy CEO: Our Commitment to You  OR  Incidents > Subject  equals  Save Big with Autoship  OR  Incidents > Subject  equals  Autoship - Convenience and 30% Off Savings  OR  Incidents > Subject  equals  Autoship - Save on Repeat Deliveries  OR  Incidents > Subject  equals  An Update from Chewy CEO to Our Valued Autoship Customers  OR  Incidents > Subject  equals  Welcome to Chewy, We're Glad You're Here  OR  Incidents > Subject  equals  Bring in the Green and Get Refreshed with Your Pets  OR  Incidents > Subject  equals  Play, Sleep, Repeat | Essentials from Frisco ))",Append Response Template to Response No Reply Auto Response
Incident,AppendTemplate,01-Initial State,01-Inbound Welcome Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  Chewy Pharmacy: Your Online Destination for Pet Health  OR  Incidents > Subject  equals  Never Miss a Moment with Autoship  OR  Incidents > Subject  equals  Get All Your Pet Pharmacy Needs with Chewy  OR  Incidents > Subject  equals  Get Extra Savings and Never Run Out  OR  Incidents > Subject  equals  Protect Their Hearts | Shop Chewy Pharmacy  OR  Incidents > Subject  equals  Keep Calm and Stay Entertained with Your Pets  OR  Incidents > Subject  equals  Save on Seresto Flea & Tick Collars  OR  Incidents > Subject  equals  Bring In Love With Pets Old and New  OR  Incidents > Subject  equals  Explore Grain-Free Dog Food )),Append Response Template to Response No Reply Auto Response
Incident,AppendTemplate,01-Initial State,01-Inbound General Email -AutoReply,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy),Append Response Template to Response Auto Reply
Incident,AppendTemplate,01-Initial State,01-Inbound Vendor Portal AAQ - Send Email,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Interface  equals  chewy  AND  Custom Field > Request Type  equals  Create or modify Appointment, Dropship Vendor Performance Appeal, DSCO Questions/Issues, Marketing Request, New Vendor Follow-up, Setup EDI Account, Playbook Questions, Dropship Shipping or Ordering Questions, Shipping or Ordering Questions, Vendor Account Information Update, Vendor Performance Scorecard Questions, Collect Vendor Creating New OTM Profile, Technical Questions for RTS, Transportation Escalations, Accessorial Request, Contact Follow-Up, Report Technical Issue, Image Update (Existing Products), Video Update (Existing Products), Enhanced Content Request-Formerly Chewy+, Item Copy (Existing Products), Contact and Address Update, Banking Information Update, Certificate of Insurance Renewal, Vendor Merger & Acquisition)",Append Response Template to Response Vendor Communication Portal - Initial
Incident,AppendTemplate,01-Initial State,01-Inbound Vendor Portal API,Enabled,"If (Incidents > Source  equals  Connect PHP, Connect Web Services - REST  AND  Custom Field > Request Type  equals  Cost Update Request)",Append Response Template to Response Vendor Communication Portal - Initial
Incident,AppendTemplate,01-Initial State,01-Inbound Vendor Portal AAQ - Feedback,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Feedback or Suggestions),Append Response Template to Response Vendor Communication Portal -Feedback
Incident,AppendTemplate,01-Initial State,01-Inbound Central Scheduling New Other,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Message or Question),Append Response Template to Response Other Confirmation message
Incident,AppendTemplate,01-Initial State,01-Inbound Vet Diet Error Order,Enabled,"If (Incidents > Source  equals  Public API  AND  Custom Field > Channel  equals  Vet Diet, Vet Diet - Autoship  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incident,AppendTemplate,02-Updated State,Test Admin Msg {TEMP},Enabled,If (Incidents > Subject  contains  MITCHEWY),Append Response Template to Response Leaving a Review
Incident,AppendTemplate,02-Updated State,02-Solved with Live Contact Email Import,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  General Email, ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted)",Append Response Template to Response Already Contacted - Email Solve
Incident,AppendTemplate,02-Updated State,02-Updated Special Email Import,Enabled,If (Custom Field > Sign Off  equals  specialemailblast_return  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Data Import),Append Response Template to Response Online Form Return Confirmation
Incident,AppendTemplate,02-Updated State,02-Vet Approval Hub Missing Info,Enabled,"If (Custom Field > Channel  equals  Approval Hub  AND  Incidents > Updated from  equals  CX Console, Thin Client, Utilities, Public API, Web Console  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incident,AppendTemplate,02-Updated State,02-Vendor Portal Escalated,Enabled,If (Custom Field > Number of Escalations  is modified this edit),Append Response Template to Notes Vendor Portal Escalated Business Rule
Incident,AppendTemplate,03-Vet Diet State,03- Vet Diet Cancel Failure,Enabled,"If (Incidents > Disposition  is modified this edit    AND  Incidents > Disposition  equals  Vet Diet Missing Info, Vet Diet Cancellation Failure  AND  Incidents > Queue  equals  Vet Diet Pending Cancellation)",Append Response Template to Notes Error on Cancellation
Incident,AppendTemplate,04-Pharmacy State,04- Vet Diet Hub Missing Info,Enabled,"If (Custom Field > Channel  equals  Approval Hub  AND  Incidents > Updated from  equals  CX Console, Thin Client, Utilities, Public API, Web Console  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incident,AppendTemplate,50-Chewy CA State,50-CA-Solved with Live Contact Emaiil im,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  CA - ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted  AND  Incidents > Interface  equals  chewyca)",Append Response Template to Response Already Contacted - Email Solve
Incident,AppendTemplate,50-Chewy CA State,50-CA-Vendor Portal Escalated,Enabled,If (Custom Field > Number of Escalations  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Notes Vendor Portal Escalated Business Rule
Incident,AppendTemplate,F01-Email Routing,01- Vendor Care Email Routing,Enabled,If (Incidents > Incoming Mailbox  equals  Chewy Vendor Care),Append Response Template to Response Vendor Care Deprecation
Incident,AppendTemplate,F02-Cardwriting Update,02-Picked Up Email,Enabled,If (Incidents > Category  equals  Card Writing Process  AND  Incidents > Disposition  equals  Picked-Up  AND  Incidents > Status  not equals  Solved),Append Response Template to Response Card Notification: Box Picked Up
Incident,AppendTemplate,F03-Cardwriting Process,03-Dropped Off Email,Enabled,If (Incidents > Disposition  equals  Dropped Off  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Cards Notification: Box Dropped Off
Incident,AppendTemplate,F03-Cardwriting Process,03-Passed Due Email,Enabled,If (Incidents > Disposition  equals  Past Due  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Past Due
Incident,AppendTemplate,F03-Cardwriting Process,03-Final Notice Email,Enabled,If (Incidents > Disposition  equals  Final Notice  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Final Warning
Incident,AppendTemplate,F03-Cardwriting Process,03-Extension Granted Email,Enabled,If (Incidents > Disposition  equals  Extension Granted  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Extension Granted
Incident,AppendTemplate,F03-Cardwriting Process,03-Feedback Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Description  is modified this edit),Append Response Template to Response Card Feedback
Incident,AppendTemplate,F03-Cardwriting Process,03-Ready for Finance Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Cards Notification: Payment Detail
Incident,AppendTemplate,F04-Case Update,04-Cancel Pharmacy Email,Disabled,If (Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Solved  AND  Incidents > Queue  equals  Rx Cancellation  AND  Incidents > Updated from  equals  Connect PHP  AND  Custom Field > Sign Off  not equals  Cancel Notice Sent),Append Response Template to Response Day 8 – Cancellation
Incident,AppendTemplate,F04-Case Update,04-Legal Escalation,Enabled,If (Incidents > Disposition  equals  Legal  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Escalated to Legal
Incident,AppendTemplate,F04-Case Update,04-Q&A Escalation,Enabled,If (Incidents > Disposition  equals  Q&A  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Queue  not equals  Q&A),Append Response Template to Notes Q&A General Email Transfer Note
Incident,AppendTemplate,F04-Case Update,04-OOS Disco Notification,Enabled,If (Incidents > Disposition  equals  OOS Disco Notification Sent  AND  Incidents > Queue  equals  Out Of Stock  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Supply Escalation Reason  equals  OOS Request  AND  Custom Field > SKU#  is not null    AND  Custom Field > Product Name  is not null    AND  Incidents > Status  not equals  Solved),Append Response Template to Response OOS Discontinued Notification
Incident,AppendTemplate,F10-Pharmacy Vet Waiting,F10- Rx Auto Touch 2 - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Waiting Touch 2.0  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Waiting Touch 2.0  AND  Incidents > Disposition  equals  Pending Auto-Second Contact  AND  Incidents > Queue  equals  Rx Waiting Queue  AND  Incidents > Status  equals  Waiting),Append Response Template to Notes Fax/Email Request Sent
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  Carrier Portal Confirmation)",Append Response Template to Response Central Scheduling | Append Response Template to Notes Initial Confirmation Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send New Email Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  New Appointment Scheduled  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes New Appt Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Reschedule Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Appointment Rescheduled  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Reschedule Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Cancellation No Call No Show,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Cancelation/No call no show  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Cancel Appt Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Add PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Add POs  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Add POs Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Pull In,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Pull In  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Pull In Appt Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Push Out,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Push Out  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Push Out Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Invalid PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  PO Invalid  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid PO Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email FC Invalid,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  FC Invalid  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid FC Note
Incident,AppendTemplate,F14-Central Scheduling,F14-Send Email Same Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Same Appt  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Same Appt Note
Incident,AppendTemplate,F15-Petscription Auth Retries,F15-Petscription Auth Retries - Stop,Enabled,If ([No Value]  equals  None  AND  Custom Field > Prescription Auth Retry Count  greater than  4),Append Response Template to Notes Rx Auth Not Found
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action Gab,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incident,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incident,AppendTemplate,F24-Vendor Communication Portal AAQ,F24-Brand Information,Enabled,If (Custom Field > Request Type  equals  Brand Info Sheet for Customer Service),Append Response Template to Notes Brand Info Sheet Notification
Incident,AppendTemplate,F25-Q&A Function,F25-Q&A MFG Follow Up - Action,Enabled,If (Incidents > Escalation Level  equals  Q&A MFG Follow-Up  AND  Incidents > Previous Escalation Level  not equals  Q&A MFG Follow-Up),Append Response Template to Response Q&A MFG Follow-Up
Incident,AppendTemplate,F25-Q&A Function,F25-Q&A MFG Follow Up - Action 2,Enabled,If (Incidents > Escalation Level  equals  Q&A MFG Follow-Up 2  AND  Incidents > Previous Escalation Level  not equals  Q&A MFG Follow-Up 2),Append Response Template to Notes MFG unanswered for 6 days and re-routed
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Vet + Medication Touch 2 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Second Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet + Medication Touch2  AND  Custom Field > Channel  equals  Vet Diet - Medication  AND  Incidents > Disposition  is modified this edit)",Append Response Template to Notes First Contact Made
Incident,AppendTemplate,F27-Vet Diet Waiting,F27-Vet + Medication Touch 3 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Third Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet + Medication Touch 3  AND  Incidents > Previous Escalation Level  equals  null  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Channel  equals  Vet Diet - Medication)",Append Response Template to Notes Second Contact Made
Incident,AppendTemplate,F27-Vet Diet Waiting,F27-Vet + Medication Pick up - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Client-General, Pending Client-Mailer, Pending Customer Auth, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet + Med Pick up Touch 2  AND  Custom Field > Channel  equals  Vet Diet - Medication)",Append Response Template to Notes Must PU Script
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Phone/Null Pref Touch 2 - Chain,Enabled,"If (Custom Field > Clinic Contact Preference  equals  Phone, Unspecified  AND  Incidents > Disposition  equals  Pending Second Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet PhoneNull Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes First Contact Made
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Phone/Null Pref Touch 3 - Chain,Enabled,"If (Custom Field > Clinic Contact Preference  equals  Phone, Unspecified  AND  Incidents > Disposition  equals  Pending Third Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet PhoneNull Touch 3  AND  Incidents > Previous Escalation Level  equals  null  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Second Contact Made
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Fax Pref Touch 2 - Chain,Enabled,If (Custom Field > Clinic Contact Preference  equals  Fax  AND  Incidents > Disposition  equals  Unspecified  AND  Incidents > Escalation Level  not equals  Vet Diet Fax Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication),Append Response Template to Notes First Fax Request Sent
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Fax Pref Touch 2 - Action,Enabled,If (Incidents > Previous Escalation Level  not equals  Vet Diet Fax Touch 2  AND  Incidents > Escalation Level  equals  Vet Diet Fax Touch 2  AND  Incidents > Status  equals  Waiting  AND  Incidents > Disposition  equals  Pending Second Contact),Append Response Template to Notes Second Fax Request Sent
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Email Pref Touch 2 - Chain,Enabled,If (Custom Field > Clinic Contact Preference  equals  Email  AND  Incidents > Disposition  equals  Unspecified  AND  Incidents > Escalation Level  not equals  Vet Diet Email Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication),Append Response Template to Notes First Email Request Sent
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Email Pref Touch 2 - Action,Enabled,If (Incidents > Previous Escalation Level  equals  null  AND  Incidents > Escalation Level  equals  Vet Diet Email Touch 2  AND  Incidents > Status  equals  Waiting  AND  Incidents > Disposition  equals  Pending Second Contact),Append Response Template to Notes Second Email Request Sent
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- No Clinic Contact Touch 2 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Client-General, Pending Client-Mailer, Pending Customer Auth, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet No Contact Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Must PU Script
Incident,AppendTemplate,F27-Vet Diet Waiting,F27- Waiting 48-Hour Cancel - Chain,Enabled,"If (Incidents > Disposition  equals  Pending 48-Hour Cancellation, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet 48 hour Cancel  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Category  not equals  Denial, Denial> Pet Needs to be Seen, Denial>Wrong Pet, Denial>Wrong Pet, Denial>Wrong Item, Denial>Not a Client, Denial>Other  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Sent 48 Hour Cancellation Email
Incident,AppendTemplate,F51-CA-Case Update,51-CA-Q&A Escalation,Enabled,If (Incidents > Disposition  equals  Q&A  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Queue  not equals  CA - Q&A  AND  Incidents > Interface  equals  chewyca),Append Response Template to Notes Q&A General Email Transfer Note
